Pali_Word,Han_Word,Co_Occur,PMI,IDF,Score,Precision,Recall,F_Score
agaccheyya,當來,7.0,5.8581,3.7076,21.7194,1.4,0.1167,0.2154
mutto,浴謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
mutto,聖云何,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
mutto,聖謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
mucceyya,息止,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
mucceyya,沙門謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
mucceyya,聖云何,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
mucceyya,聖謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
abbhayena,聖謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
abbhayena,聖云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
abbhayena,沙門云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
abbhayena,梵志謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
abhisandeti,梵志謂,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
abhisandeti,聖謂,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
abhisandeti,息止,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
abbhayena,梵志云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
uttarim,諸惡,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
mucceyya,諸惡,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
uttarim,淨浴,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
uttarim,因是,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
labhetha,諸惡,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
labhetha,聖謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
labhetha,聖云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
labhetha,沙門云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
labhetha,因是,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
vedagu,諸惡,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
abhisandeti,諸惡,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
agaccheyya,因是,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
samayena,聖云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
samayena,聖謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
samayena,梵志謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
agaccheyya,諸惡,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
kinci,淨浴,16.0,5.6072,3.8672,21.684,1.0,0.3137,0.4776
vedagu,沙門謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
kinci,諸惡,16.0,5.6072,3.8672,21.684,1.0,0.3137,0.4776
kinci,因是,16.0,5.6072,3.8672,21.684,1.0,0.3137,0.4776
vedagu,息止,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
vedagu,聖云何,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
vedagu,浴謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
abhisandeti,梵志云何,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
mutto,梵志謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
parisandeti,浴謂,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
parisandeti,聖云何,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
parisandeti,聖謂,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
papaka,因是,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
papaka,淨浴,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
papaka,諸惡,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
pamojjam,聖云何,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
pamojjam,因是,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
parisandeti,淨浴,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
pamojjam,淨浴,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
pamojjam,聖謂,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
sadhu,梵行,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
udakarahado,沙門謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
asavanam,因是,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
udakarahado,息止,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
asavanam,淨浴,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
nisinno,因是,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
nisinno,諸惡,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
asavanam,諸惡,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
udakarahado,諸惡,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
mutto,梵志云何,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
udakarahado,聖云何,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
udakarahado,浴謂,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
nisinno,淨浴,3.0,5.6072,3.8672,21.684,1.0,0.0588,0.1111
pamojjam,浴謂,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
parippharati,沙門云何,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
aparena,梵志謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
aparena,沙門云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
paripureti,諸惡,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
paripureti,浴謂,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
parisandeti,梵志云何,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
cassa,沙門謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
cassa,淨浴,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
cassa,聖謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
aparena,沙門謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
aparena,因是,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
aparena,諸惡,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
paripureti,聖謂,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
paripureti,聖云何,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
parippharati,淨浴,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
parippharati,聖云何,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
paripureti,梵志云何,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
parippharati,浴謂,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
parippharati,因是,6.0,5.6072,3.8672,21.684,1.0,0.1176,0.2105
cassa,梵志云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
sotthina,沙門謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
cassa,梵志謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
bhoganam,諸惡,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
somhi,沙門謂,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
somhi,沙門云何,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
somhi,梵志謂,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
somhi,浴謂,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
sotthina,息止,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
sotthina,因是,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
somhi,聖云何,5.0,5.6072,3.8672,21.684,1.0,0.098,0.1786
sotthina,浴謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
sotthina,淨浴,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
bhoganam,梵志謂,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
bhoganam,沙門云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
bhoganam,因是,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
bhoganam,息止,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
samayena,梵志云何,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
samayena,因是,4.0,5.6072,3.8672,21.684,1.0,0.0784,0.1455
vannavadi,復,3.0,5.8873,3.6595,21.5448,1.5,0.0476,0.0923
citte,乃至,3.0,5.0128,4.2921,21.5154,0.4286,0.0909,0.15
atthi,等,4.0,5.3023,4.0572,21.5128,0.6667,0.0952,0.1667
agaccheyya,本煩,5.0,5.5792,3.8481,21.4694,1.0,0.0962,0.1754
kinci,熱苦報,16.0,5.5792,3.8481,21.4694,1.0,0.3077,0.4706
nisinno,諸漏,3.0,5.5792,3.8481,21.4694,1.0,0.0577,0.1091
nisinno,污為,3.0,5.5792,3.8481,21.4694,1.0,0.0577,0.1091
uttarim,熱苦報,4.0,5.5792,3.8481,21.4694,1.0,0.0769,0.1429
uttarim,本煩,4.0,5.5792,3.8481,21.4694,1.0,0.0769,0.1429
asavanam,本煩,3.0,5.5792,3.8481,21.4694,1.0,0.0577,0.1091
asavanam,污為,3.0,5.5792,3.8481,21.4694,1.0,0.0577,0.1091
papaka,諸漏,5.0,5.5792,3.8481,21.4694,1.0,0.0962,0.1754
papaka,熱苦報,5.0,5.5792,3.8481,21.4694,1.0,0.0962,0.1754
kinci,諸漏,16.0,5.5792,3.8481,21.4694,1.0,0.3077,0.4706
agaccheyya,熱苦報,5.0,5.5792,3.8481,21.4694,1.0,0.0962,0.1754
evameva,人,3.0,4.4467,4.8227,21.4452,0.1667,0.1579,0.1622
pahanaya,不惡,5.0,5.244,4.0808,21.3994,0.625,0.122,0.2041
pahanaya,語法,5.0,5.244,4.0808,21.3994,0.625,0.122,0.2041
pahanaya,不念欲者,5.0,5.244,4.0808,21.3994,0.625,0.122,0.2041
pahanaya,行染,5.0,5.244,4.0808,21.3994,0.625,0.122,0.2041
pahanaya,諸尊語,5.0,5.244,4.0808,21.3994,0.625,0.122,0.2041
imam,弟子,3.0,4.9104,4.3527,21.3734,0.375,0.0968,0.1538
samanesu,世尊,3.0,6.4051,3.3298,21.3278,3.0,0.0341,0.0674
upadiyissami,世尊,3.0,6.4051,3.3298,21.3278,3.0,0.0341,0.0674
ajaniyeva,世尊,3.0,6.4051,3.3298,21.3278,3.0,0.0341,0.0674
samane,世尊,3.0,6.4051,3.3298,21.3278,3.0,0.0341,0.0674
magga,道,30.0,5.5517,3.8294,21.2599,1.0,0.566,0.7229
atthi,在,3.0,5.0702,4.1808,21.1975,0.5,0.0811,0.1395
tato,更,3.0,5.341,3.9683,21.1946,0.75,0.0652,0.12
samannagato,坐,3.0,4.9698,4.2631,21.1865,0.4286,0.0882,0.1463
ajjhattam,次,4.0,4.7174,4.4862,21.1632,0.2857,0.1481,0.1951
amantesi,尊者,4.0,5.3727,3.9266,21.0966,0.8,0.0833,0.1509
jhanam,惡,3.0,4.5792,4.5996,21.0621,0.2308,0.125,0.1622
ariyo,見,3.0,5.1503,4.0572,20.896,0.6,0.0714,0.1277
tenupasankamimsu,等,3.0,5.1503,4.0572,20.896,0.6,0.0714,0.1277
samparayika,無,3.0,6.341,3.2858,20.8355,3.0,0.0326,0.0645
ditthadhammika,無,3.0,6.341,3.2858,20.8355,3.0,0.0326,0.0645
pahiyissati,無,3.0,6.341,3.2858,20.8355,3.0,0.0326,0.0645
assa,因是,6.0,5.3848,3.8672,20.824,0.8571,0.1176,0.2069
assa,諸惡,6.0,5.3848,3.8672,20.824,0.8571,0.1176,0.2069
assa,淨浴,6.0,5.3848,3.8672,20.824,0.8571,0.1176,0.2069
seyyathapi,世間,3.0,4.1921,4.9281,20.6591,0.125,0.1765,0.1463
tenupasankamimsu,中,3.0,5.1164,4.0342,20.6407,0.6,0.0698,0.125
assa,熱苦報,6.0,5.3568,3.8481,20.6136,0.8571,0.1154,0.2034
assa,污為,6.0,5.3568,3.8481,20.6136,0.8571,0.1154,0.2034
ajjhattam,起,3.0,4.4723,4.5996,20.5704,0.2143,0.125,0.1579
kayam,因是,9.0,5.3177,3.8672,20.5644,0.8182,0.1765,0.2903
kayam,息止,9.0,5.3177,3.8672,20.5644,0.8182,0.1765,0.2903
kayam,沙門謂,9.0,5.3177,3.8672,20.5644,0.8182,0.1765,0.2903
kayam,梵志云何,9.0,5.3177,3.8672,20.5644,0.8182,0.1765,0.2903
kayam,諸惡,9.0,5.3177,3.8672,20.5644,0.8182,0.1765,0.2903
imameva,聖謂,8.0,5.2853,3.8672,20.4391,0.8,0.1569,0.2623
puriso,諸惡,12.0,5.2853,3.8672,20.4391,0.8,0.2353,0.3636
imameva,聖云何,8.0,5.2853,3.8672,20.4391,0.8,0.1569,0.2623
imameva,梵志云何,8.0,5.2853,3.8672,20.4391,0.8,0.1569,0.2623
tatonidanam,淨浴,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
tatonidanam,浴謂,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
imameva,沙門謂,8.0,5.2853,3.8672,20.4391,0.8,0.1569,0.2623
imameva,梵志謂,8.0,5.2853,3.8672,20.4391,0.8,0.1569,0.2623
anussarati,淨浴,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
anussarati,諸惡,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
anussarati,因是,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
tatonidanam,梵志謂,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
tatonidanam,因是,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
tatonidanam,沙門云何,4.0,5.2853,3.8672,20.4391,0.8,0.0784,0.1429
puriso,因是,12.0,5.2853,3.8672,20.4391,0.8,0.2353,0.3636
brahmanassa,阿難,4.0,5.6502,3.6137,20.4185,1.3333,0.0606,0.1159
sammasamadhi,正定,31.0,5.4009,3.758,20.2966,0.9688,0.5439,0.6966
sankham,法,3.0,5.7148,3.5418,20.2405,1.5,0.0423,0.0822
anussarati,熱苦報,4.0,5.2572,3.8481,20.2306,0.8,0.0769,0.1404
puriso,污為,12.0,5.2572,3.8481,20.2306,0.8,0.2308,0.3582
anussarati,諸漏,4.0,5.2572,3.8481,20.2306,0.8,0.0769,0.1404
anagariyam,諸惡,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
agarasma,因是,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
agarasma,沙門謂,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
kayassa,諸惡,9.0,5.1921,3.8672,20.079,0.75,0.1765,0.2857
brahmacariyam,梵行,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
samannagata,因是,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
samannagata,梵行,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
neva,梵行,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
anagariyam,因是,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
anagariyam,息止,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
anagariyam,沙門謂,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
anagariyam,浴謂,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
samannagata,淨浴,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
kayassa,淨浴,9.0,5.1921,3.8672,20.079,0.75,0.1765,0.2857
agarasma,沙門云何,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
kayassa,因是,9.0,5.1921,3.8672,20.079,0.75,0.1765,0.2857
agarasma,息止,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
agarasma,諸惡,3.0,5.1921,3.8672,20.079,0.75,0.0588,0.1091
imam,至,3.0,4.7353,4.2349,20.0535,0.375,0.0857,0.1395
byapada,恚,30.0,5.3727,3.7076,19.9197,1.0,0.5,0.6667
kama,一切,4.0,5.3727,3.7076,19.9196,1.0,0.0667,0.125
yathakamakaraniya,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
appamatta,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
bhunjimsu,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
nivape,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
vighatapakkhiko,恚,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
amatta,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
mase,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
akasim,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
asayam,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
pamadam,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
anibbanasamvattaniko,恚,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
amusminca,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
kappayimsu,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
amusmim,一切,3.0,5.3727,3.7076,19.9196,1.0,0.05,0.0952
viharasamapattiya,說,4.0,6.4594,3.0822,19.9094,4.0,0.0354,0.0702
evamassa,因是,8.0,5.1478,3.8672,19.9073,0.7273,0.1569,0.2581
evamassa,沙門謂,8.0,5.1478,3.8672,19.9073,0.7273,0.1569,0.2581
evamassa,浴謂,8.0,5.1478,3.8672,19.9073,0.7273,0.1569,0.2581
evamassa,息止,8.0,5.1478,3.8672,19.9073,0.7273,0.1569,0.2581
evamassa,諸惡,8.0,5.1478,3.8672,19.9073,0.7273,0.1569,0.2581
kayassa,諸漏,9.0,5.1641,3.8481,19.8723,0.75,0.1731,0.2812
kayassa,熱苦報,9.0,5.1641,3.8481,19.8723,0.75,0.1731,0.2812
utthayasana,等,3.0,4.8873,4.0572,19.8289,0.5,0.0714,0.125
yato,見,3.0,4.8873,4.0572,19.8289,0.5,0.0714,0.125
puthujjano,淨,3.0,5.3489,3.6913,19.7443,1.0,0.0492,0.0938
citta,心,30.0,5.3489,3.6913,19.7443,1.0,0.4918,0.6593
sariputto,諸賢,3.0,5.3489,3.6913,19.7443,1.0,0.0492,0.0938
mase,念,3.0,5.3489,3.6913,19.7443,1.0,0.0492,0.0938
sugato,道,3.0,5.1366,3.8294,19.6705,0.75,0.0566,0.1053
anekavihitam,更,4.0,4.9487,3.9683,19.6378,0.5714,0.087,0.1509
bhagini,或,3.0,6.1781,3.174,19.6094,3.0,0.0291,0.0577
imam,中,4.0,4.8533,4.0342,19.5796,0.5,0.093,0.1569
thinamiddham,遠離,3.0,5.3254,3.6753,19.5725,1.0,0.0484,0.0923
akusalehi,之法,6.0,5.3254,3.6753,19.5725,1.0,0.0968,0.1765
abhinnaya,如來,3.0,5.3254,3.6753,19.5725,1.0,0.0484,0.0923
katham,善語,5.0,4.7846,4.0808,19.5246,0.4545,0.122,0.1923
katham,不惡,5.0,4.7846,4.0808,19.5246,0.4545,0.122,0.1923
katham,彼善,5.0,4.7846,4.0808,19.5246,0.4545,0.122,0.1923
katham,教善訶不難,5.0,4.7846,4.0808,19.5246,0.4545,0.122,0.1923
magga,尊者,3.0,4.9577,3.9266,19.4669,0.6,0.0625,0.1132
tvam,盡,3.0,4.7353,4.1049,19.4377,0.4286,0.075,0.1277
sammasambuddho,梵行,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
adhigaccheyya,聖云何,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
somanassam,聖云何,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
adhigaccheyya,聖謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
thite,聖謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
thite,諸惡,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
somanassam,聖謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
somanassam,淨浴,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
vutte,梵行,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
pubbenivasam,淨浴,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
pubbenivasam,因是,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
pubbenivasam,諸惡,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
agamma,聖云何,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
somanassam,梵志云何,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
adhigaccheyya,梵志云何,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
adhigaccheyya,浴謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
adhigaccheyya,淨浴,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
somanassam,浴謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
agamma,因是,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
agamma,梵志謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
agamma,聖謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
agamma,沙門云何,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
thite,梵志云何,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
thite,梵志謂,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
thite,息止,4.0,5.0222,3.8672,19.4219,0.6667,0.0784,0.1404
evampi,復,3.0,5.3023,3.6595,19.4041,1.0,0.0476,0.0909
sati,念,30.0,5.2114,3.6913,19.2367,0.9091,0.4918,0.6383
tathagata,如來,30.0,5.2323,3.6753,19.2303,0.9375,0.4839,0.6383
ayatim,因是,5.0,4.9291,3.8672,19.0618,0.625,0.098,0.1695
ayatim,諸惡,5.0,4.9291,3.8672,19.0618,0.625,0.098,0.1695
ayatim,淨浴,5.0,4.9291,3.8672,19.0618,0.625,0.098,0.1695
vanno,梵志,4.0,5.7718,3.2966,19.0276,2.0,0.044,0.086
ettakam,不善,3.0,5.5426,3.424,18.9779,1.5,0.0375,0.0732
pahana,不善,3.0,5.5426,3.424,18.9779,1.5,0.0375,0.0732
papakammam,不善,3.0,5.5426,3.424,18.9779,1.5,0.0375,0.0732
gaccheyya,不善,3.0,5.5426,3.424,18.9779,1.5,0.0375,0.0732
kumbhakaro,阿難,3.0,5.2352,3.6137,18.9187,1.0,0.0455,0.087
ghatikaro,阿難,3.0,5.2352,3.6137,18.9187,1.0,0.0455,0.087
ananda,阿難,40.0,5.2352,3.6137,18.9187,1.0,0.6061,0.7547
yadidam,阿難,4.0,5.2352,3.6137,18.9187,1.0,0.0606,0.1143
assadamma,無,4.0,5.756,3.2858,18.9134,2.0,0.0435,0.0851
hatthidamma,無,4.0,5.756,3.2858,18.9134,2.0,0.0435,0.0851
godamma,無,4.0,5.756,3.2858,18.9134,2.0,0.0435,0.0851
vigatupakkilese,息止,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
vigatupakkilese,淨浴,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
vigatupakkilese,浴謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
vigatupakkilese,梵志謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anenjappatte,沙門謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
idhananda,梵行,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
vigatupakkilese,諸惡,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anenjappatte,聖謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anenjappatte,聖云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anenjappatte,淨浴,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anenjappatte,浴謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
kamma,淨浴,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
kamma,聖云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
kamma,沙門云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
araham,梵行,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
parisuddhe,梵志謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
parisuddhe,沙門云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
parisuddhe,息止,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
parisuddhe,梵志云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
pariyodate,諸惡,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
parisuddhe,沙門謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
pariyodate,因是,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
samahite,因是,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
samahite,聖謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
samahite,聖云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
samahite,浴謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
samahite,淨浴,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
pariyodate,沙門謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
pariyodate,息止,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
pariyodate,浴謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
mudubhute,梵志謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
mudubhute,聖謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
mudubhute,沙門云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
mudubhute,息止,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
mudubhute,梵志云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anangane,聖云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anangane,浴謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anangane,沙門謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anangane,因是,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
anangane,淨浴,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
abhininnameti,梵志謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
abhininnameti,聖云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
abhininnameti,聖謂,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
kamma,因是,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
abhininnameti,沙門云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
abhininnameti,梵志云何,3.0,4.8702,3.8672,18.834,0.6,0.0588,0.1071
tasma,因,3.0,4.3254,4.3527,18.8272,0.25,0.0968,0.1395
samannagato,中,3.0,4.631,4.0342,18.6824,0.4286,0.0698,0.12
vuccati,禪,3.0,4.5426,4.1049,18.6469,0.375,0.075,0.125
yaya,說,3.0,6.0444,3.0822,18.6302,3.0,0.0265,0.0526
upadiyissami,說,3.0,6.0444,3.0822,18.6302,3.0,0.0265,0.0526
